salary,rent,groceries,transportation,healthcare,food,shopping,personal_care,education,electricity,water,insurance,loan_emi,loan_interest,loan_term_years,smoke,dine_out_per_week,monthly_savings
7853,2137,443,129,248,411,64,96,259,178,31,335,520,5.136477458320837,23,1,0,3070.37055482721
7501,1857,468,301,183,477,136,159,254,69,68,438,54,1.4798771284744017,23,0,2,3029.9007569302025
9212,2212,645,481,227,292,272,147,197,142,75,289,31,9.39649251235084,24,1,6,4185.472407580744
8408,1862,273,135,93,191,374,85,288,119,45,216,864,2.0080776031232306,2,1,3,3855.9825110348684
4785,1297,295,224,57,196,140,184,185,102,76,170,761,7.21875600225271,28,1,4,1074.7125929295853
3750,1784,372,322,73,240,365,170,161,158,37,409,529,9.984975651100553,6,1,4,0.0
4762,1386,605,334,76,356,315,74,358,142,96,310,804,9.9054049693444,16,0,5,0.0
6920,2258,354,223,230,137,356,166,180,157,82,384,190,6.193375023631064,12,1,3,2281.6636385795373
7460,1722,382,270,100,346,369,86,481,123,92,371,786,1.5310158604622448,16,1,3,2331.673420001144
9122,2758,522,280,205,355,155,170,446,74,32,330,352,9.928118683579338,7,0,2,3455.540858749077
3481,786,488,314,236,397,302,23,458,78,22,296,132,7.267336744873801,6,1,0,26.114348741705953
9344,2215,457,217,297,184,248,37,465,164,82,372,311,8.26924442576941,24,0,0,4329.4272036853035
3153,2285,786,326,118,136,105,31,194,84,78,308,139,9.813485116896349,13,0,2,0.0
4524,1242,373,478,260,284,288,54,386,96,39,141,448,2.0320181155028685,27,0,0,127.59402953932073
5120,2005,529,136,250,197,396,174,320,176,65,195,197,3.2219602227764597,21,0,2,526.3395406203651
9856,2540,430,416,74,417,390,62,291,95,69,346,208,2.4593047905531806,8,0,1,4620.560096715633
5343,1546,360,195,93,486,267,97,269,85,96,395,391,9.90954317550878,7,1,2,1026.836271171874
8136,795,385,219,224,129,261,114,157,120,30,369,644,6.544638105569957,0,1,1,4575.914480047459
8760,2553,342,111,168,290,238,86,142,187,86,259,482,3.10574984782125,23,0,1,3885.661642885832
4240,1180,481,221,158,437,384,83,259,95,51,250,795,3.703418982359689,10,1,1,0.0
3060,2391,226,134,169,378,151,112,257,147,57,159,462,4.540704363974358,25,0,5,0.0
3938,1294,445,350,62,300,192,122,334,146,85,111,827,4.386154523425374,26,1,3,0.0
4639,702,686,166,230,421,334,71,438,75,31,185,91,1.7356471823741892,15,0,6,1142.429197213233
9185,824,401,137,102,288,119,36,482,62,77,216,343,8.564864651575036,28,0,6,6098.377188966121
7120,2791,220,379,86,357,385,52,400,174,82,157,89,7.723911700161703,14,0,3,2070.5373041892813
8158,826,790,329,240,254,114,91,493,56,59,377,71,9.136256703670933,20,0,5,4480.191770619818
7226,1486,293,436,243,418,247,199,243,105,72,291,354,5.255181876341386,8,1,0,2767.6617294448706
6569,1260,207,267,164,327,65,182,109,79,57,429,79,6.719775207252395,8,1,1,3280.11984648532
4252,1536,671,427,89,104,359,167,429,104,75,495,582,7.5397946272157785,11,0,3,0.0
7203,1406,538,345,127,228,312,100,447,55,64,455,528,5.9429431697689825,16,1,1,2707.8015069084818
3171,1903,458,178,238,173,109,64,367,57,45,442,562,7.041380315518571,26,0,5,0.0
4458,864,254,213,144,464,59,96,255,122,84,379,438,5.340447075152651,18,0,3,1054.5670039220795
6549,1744,747,400,183,123,358,87,117,177,38,119,98,3.9944293369561956,2,0,3,2318.7012388079893
7197,2620,205,316,74,414,57,69,383,124,56,230,319,9.828856841570804,2,1,4,2341.848667231491
9667,2148,576,299,152,378,390,177,330,119,59,298,926,4.775389519373872,9,1,4,3880.154391166478
5322,1569,753,480,95,305,139,21,369,89,18,122,698,8.379084779343072,21,1,1,692.8465457838486
4636,773,249,451,208,245,86,140,363,129,85,454,582,5.980331313781303,7,0,3,931.2832996297592
6115,2755,311,341,151,188,133,53,455,66,94,132,562,2.723555469483707,18,1,6,778.5757525292788
7090,2452,345,112,257,121,283,199,358,137,71,470,834,1.1290175494433496,18,1,4,1439.852653987278
9960,2384,429,465,240,399,299,35,301,184,14,145,17,9.150503990406756,28,1,0,5103.897416724314
6004,623,696,306,140,143,289,143,236,89,16,134,628,3.3729079181343966,21,0,1,2690.822279299083
8136,1852,505,361,143,136,153,190,146,153,53,121,666,2.9533567396111127,13,1,6,3422.6525201710274
3329,2191,741,196,117,106,260,83,162,107,46,133,208,7.472147039542421,22,1,3,0.0
6640,2607,660,170,88,379,274,174,176,140,12,135,159,6.45981893525529,6,1,6,1774.7854932157463
6894,941,425,402,129,268,328,84,441,103,24,200,74,6.606866023146063,7,1,3,3263.0086696492162
8616,1740,258,448,213,169,215,32,220,58,92,253,715,1.317313400802348,4,0,6,4329.620947685795
7107,1410,275,329,184,312,350,59,112,100,12,140,685,2.4810536061250996,28,1,4,3326.9190885956345
4341,1525,627,456,134,170,95,179,489,187,93,109,675,4.958348093285992,5,1,0,0.0
6663,2059,331,399,115,306,51,86,278,98,88,456,75,8.687874271661478,21,0,1,2353.1433802576917
3215,2241,697,131,104,171,225,33,415,58,84,213,651,4.253955285699853,24,1,1,0.0
3338,2234,792,349,121,415,322,139,430,171,23,490,314,1.4180825861739166,28,1,4,0.0
8895,1125,504,353,91,279,167,139,256,175,13,141,211,4.003153552362402,8,0,2,5459.318524302704
7062,2190,266,358,204,307,321,77,115,75,44,238,681,2.9159812448705558,28,1,6,1895.1481368815832
5708,1497,429,281,179,276,222,111,345,177,17,171,322,9.94591460885255,2,1,0,1774.6231997945054
6152,590,532,439,119,294,353,65,291,76,94,170,286,3.7586662781439317,20,0,0,2732.3231265857844
4750,2714,476,265,181,400,201,109,440,133,44,209,260,6.155841162788711,22,0,1,0.0
8604,706,783,103,70,492,242,145,154,132,77,206,595,5.747348476366248,11,0,6,4910.933741094715
5421,1588,343,244,50,471,141,129,433,67,45,352,743,1.7008461070506509,16,1,2,798.5752636804468
3709,2411,450,264,215,338,210,134,410,99,87,171,362,1.3013114127662218,26,1,3,0.0
8319,1015,279,443,109,253,155,140,287,92,53,324,686,0.17669628798757997,13,0,3,4511.6892246094685
9609,1680,256,461,125,253,278,52,268,90,73,233,247,1.3741131112946892,14,1,2,5710.569501574046
8208,2292,565,204,140,129,152,65,307,153,76,145,681,7.266756836336084,18,0,5,3140.717029233845
8387,2853,507,135,191,126,181,101,108,67,29,488,768,6.326501221228797,22,0,4,2860.595010692234
6726,2401,373,413,256,339,306,144,105,149,81,179,183,2.840398433494941,18,1,3,1791.6796901772716
6642,2505,661,268,137,342,338,73,201,102,66,211,138,2.1521867823566487,21,0,1,1555.3771820717816
6993,894,795,107,131,231,150,85,245,129,64,369,748,0.3141536069081363,28,0,4,2887.149004452202
3488,1597,692,185,66,278,350,151,379,102,23,133,168,2.8309994454723366,23,1,0,0.0
8657,686,759,196,122,438,70,73,150,62,10,157,803,3.363288343128048,7,1,5,5022.763951342454
3046,2097,573,414,224,197,298,133,372,75,66,405,634,8.650985716251132,23,1,4,0.0
6359,2091,548,129,259,425,241,23,327,161,93,316,286,0.13647011763241568,16,0,4,1420.6332163899126
7873,1229,266,200,105,336,122,164,376,139,23,441,318,2.6393219827682115,10,1,1,4201.264776470186
8135,739,529,166,176,434,362,99,182,105,60,294,87,9.529298656343041,18,1,4,4806.878129317338
7806,640,393,487,102,237,217,92,417,134,67,204,958,8.519173808889025,4,0,0,3668.5264221200246
3400,638,354,448,177,217,111,195,446,198,18,482,507,8.81799755375644,21,0,1,0.0
6990,569,359,162,195,205,220,196,216,57,96,368,398,0.02848690274826038,2,1,4,4061.9300223193322
8913,884,465,131,246,135,170,170,174,179,89,225,824,3.622571854232871,22,0,3,5123.844673755087
6157,1129,367,186,97,145,265,46,472,121,57,333,385,4.809594047485685,5,1,6,2405.194781358865
7345,2745,344,310,186,203,223,44,409,119,36,184,284,1.0774316505916814,10,0,1,2086.840287954047
3390,704,385,150,103,489,73,112,494,55,81,448,826,0.8035115293543382,21,1,3,0.0
6853,2249,622,162,212,463,187,171,270,71,37,300,296,3.572709412908025,1,0,1,1813.5801747267249
7430,1067,656,179,285,459,148,99,313,144,65,203,853,9.207834120072164,12,1,5,2893.924333613155
3628,1481,544,442,297,169,373,111,476,111,91,441,40,4.00445764246525,25,0,3,0.0
7232,1304,753,331,223,306,106,39,310,118,43,322,250,7.567181779069676,21,0,5,3111.769836180646
5930,2210,715,465,50,320,296,72,491,135,11,144,138,5.980583846289239,9,0,0,973.8622531711744
9831,1381,303,200,90,188,221,102,250,106,33,258,247,8.874164923510913,15,1,6,6416.320258934319
4521,2535,446,228,122,102,250,93,339,161,83,268,606,3.3346157261352785,4,1,6,0.0
3826,1473,222,118,209,397,380,173,220,122,58,145,381,1.3312043281503882,18,0,1,0.0
7822,1139,724,456,261,465,156,149,408,142,49,357,979,1.3686832153189654,26,0,1,2528.106577991283
4500,1954,343,193,126,330,97,22,314,167,17,223,874,1.882327902675297,0,0,3,0.0
9737,824,392,180,89,217,382,122,395,156,78,490,934,8.087218399568505,24,0,5,5346.5308567571055
6294,941,664,202,188,410,335,85,364,57,76,239,718,5.712206858731205,23,0,1,1982.5394068059913
8085,1303,574,468,239,494,95,172,251,153,39,419,98,5.456647973900922,21,1,3,3691.7899564424315
5419,2835,465,253,223,213,169,128,431,169,61,142,464,1.230085377243103,28,1,4,0.0
3934,725,577,368,97,301,109,34,175,190,48,150,131,1.7766944949056518,6,0,1,1061.5217868320892
6042,1587,749,217,92,129,196,154,323,110,80,438,755,2.0527679877333096,27,1,2,1231.2461929720714
7497,1466,755,441,228,463,153,147,229,185,94,466,30,7.527059618224714,17,1,5,2753.9565132009716
4466,1059,273,378,238,346,117,101,350,166,22,375,732,6.955656514828337,5,0,1,372.6761771029062
6561,1213,637,462,295,180,211,90,425,163,98,496,797,5.835302352013425,4,0,2,1443.1922244277944
3614,997,425,324,91,345,264,60,359,154,11,328,444,1.0173454061068432,26,1,2,0.0
8392,2607,507,367,203,283,167,145,416,76,75,324,452,1.5413309861281421,25,0,4,2959.9371621486434
4182,756,547,236,153,372,286,191,304,103,75,413,604,2.5728904504100383,0,1,2,186.8566186432347
6223,1076,675,325,60,132,267,142,225,180,88,414,531,8.30867598614255,1,1,3,2092.0490278178104
5667,2786,514,433,74,201,173,52,291,82,24,302,456,7.223075259022236,8,0,5,197.28818026117622
9331,537,724,328,89,376,166,170,135,78,68,498,244,9.148003297469863,6,0,3,5929.274452434332
8217,2572,624,422,74,210,312,83,140,142,27,272,868,0.3407136045550474,4,0,6,2363.2224615651844
3130,909,723,207,133,305,387,153,458,122,78,402,269,8.212438335223213,24,0,1,0.0
9948,960,761,399,155,365,219,82,265,110,99,181,503,0.24023058711327816,22,0,0,5737.420819323696
8290,1940,448,106,290,314,245,145,437,199,39,130,118,6.65469902885383,22,1,4,3936.068296195635
5983,2904,768,227,168,202,358,190,242,106,87,466,43,6.499193890976982,4,1,6,157.97558440961188
7278,882,381,452,252,394,199,172,403,94,14,453,529,2.679301886261608,20,1,4,3024.8166326289206
7459,2332,305,366,157,177,295,27,452,130,49,140,944,7.488586684423593,2,1,5,1904.8125031681254
3038,1068,390,272,123,274,331,184,333,79,30,308,208,4.222852257022632,3,0,4,0.0
6959,1571,336,313,229,441,240,112,327,191,73,373,592,6.333805535652206,5,1,4,2114.032524345133
9640,932,319,346,162,151,223,47,290,129,17,195,441,6.302345213460683,11,0,4,6281.166557901811
6587,555,271,205,180,396,130,72,124,195,15,109,764,8.815194651198016,5,1,0,3535.600083587917
8468,2815,330,182,88,274,221,139,359,159,99,364,837,6.74154407477074,27,1,5,2319.1078702100694
3920,2616,656,391,140,442,213,143,117,165,77,471,276,6.706358572608817,12,1,1,0.0
5769,2251,678,473,212,298,346,74,219,102,67,254,760,5.964430763511372,6,0,5,0.0
7111,2547,251,302,290,187,160,183,452,192,61,381,693,1.0015997911063657,5,1,1,1481.0504777595274
3492,1401,773,140,296,270,256,162,183,171,39,348,809,3.0100963744178264,21,0,4,0.0
8545,2124,318,304,217,136,387,73,312,98,66,184,265,4.5940795981540266,4,1,0,3798.699747936572
4131,756,463,447,272,222,119,80,428,82,36,128,363,2.5032228818592186,15,1,0,818.2045863391604
6521,1171,438,148,262,300,147,116,164,62,53,119,347,1.6557783415365224,21,0,6,3209.604242035867
3310,989,550,242,71,163,54,73,466,196,78,428,612,5.116968117775231,2,1,0,0.0
3738,2596,454,240,239,287,234,48,126,134,20,242,812,8.351692039075001,15,0,2,0.0
6241,2182,508,152,68,314,253,100,306,105,52,279,182,6.340848700205765,7,1,3,1716.0482638241515
3545,815,694,206,63,474,61,128,187,86,44,314,532,6.9466979960482735,21,0,0,0.0
5461,2960,256,132,278,342,288,46,335,107,20,205,960,1.4144581000571221,18,1,2,0.0
7346,933,602,299,292,249,380,134,149,58,63,461,296,7.97531714137971,23,0,4,3408.775191916184
7854,1525,266,218,158,223,329,159,282,181,59,435,579,1.1099709162931881,0,1,2,3355.347170380573
4804,2475,245,387,227,297,164,145,493,120,70,228,740,2.8203478989586173,0,1,3,0.0
6212,2479,568,328,239,135,259,42,464,190,14,414,748,8.769484638613372,20,1,0,231.54496705399896
8393,1889,431,217,264,401,368,69,332,153,35,103,510,9.217970063539719,19,0,3,3568.682791391826
8727,919,601,275,267,377,182,94,285,112,42,417,947,0.8768714537522426,6,0,1,4286.832187806661
6810,2096,760,284,92,134,272,107,188,110,32,319,111,1.6212043534087683,14,0,3,2396.482075552632
9010,2084,222,417,104,212,394,174,486,57,67,284,645,3.584182122816899,17,0,0,3941.377941982069
3813,1343,773,437,285,274,230,78,185,139,80,481,24,7.164650969472905,10,0,5,0.0
7124,1967,466,314,217,132,77,28,203,76,18,287,64,1.4907288729995694,1,1,4,3250.238322463397
8053,933,317,320,61,312,242,52,209,94,25,390,739,1.5473265024260296,5,0,5,4233.007715851945
5032,2078,799,229,242,302,350,89,219,63,82,262,253,5.454540380391819,17,0,6,0.0
7572,2604,254,432,291,496,305,198,187,155,53,463,233,5.901571513402697,4,1,3,1828.9839999024766
7413,1463,352,371,211,353,160,187,155,121,37,200,930,0.8795229713478769,7,0,6,2831.0263025381614
3244,1476,438,345,157,155,243,25,254,169,32,254,258,4.050820845767408,8,1,1,0.0
7843,545,464,222,132,422,173,151,189,101,21,274,107,7.322277022099581,11,1,5,4760.855993344138
7792,1693,467,107,72,112,140,22,499,100,51,459,807,3.4156805203586016,1,0,2,3285.61406088717
3271,916,312,166,248,149,185,160,393,179,18,368,63,2.4220310797668154,10,1,1,92.72745824826839
6511,1347,365,214,184,347,332,45,460,97,67,409,215,1.1434297445278674,18,0,2,2532.218167781179
4771,2686,207,468,242,332,278,53,295,116,85,361,598,4.646591480084792,2,0,6,0.0
4262,746,416,387,195,127,194,66,122,129,82,186,89,9.401007875134384,13,1,5,1315.0458648680471
5424,729,630,204,185,203,291,155,182,186,28,260,452,6.140556376143005,17,1,5,1759.7645823397309
7361,1291,491,124,138,453,80,95,283,152,45,236,545,0.6655067521206437,21,1,1,3235.008683874491
3920,1136,249,152,91,195,310,155,306,51,86,424,244,2.5840072937680523,6,0,6,482.00882603988964
6430,2921,306,346,142,442,109,166,322,124,75,285,435,7.4070983568215,0,0,0,915.4871631375547
7435,1237,208,436,264,443,138,51,187,63,66,137,717,7.568046243832136,3,1,2,3531.9176019542238
7484,1588,655,380,142,292,150,40,152,108,66,339,791,3.757525057489566,14,1,0,2780.0433308980278
5624,587,522,132,50,224,347,170,301,96,34,399,509,0.669649636193006,17,1,6,2119.242595418625
6760,1212,508,386,128,180,328,110,299,161,22,423,893,5.368645595520004,0,0,3,2149.776241756246
5050,2249,344,135,192,106,170,108,294,176,68,131,677,7.3254984956096525,7,0,5,358.8539811976228
6500,1727,611,442,205,429,292,90,103,177,22,486,864,3.3179284039902512,14,0,2,1062.5512063898204
4165,2436,313,478,213,182,126,61,460,82,36,325,180,7.886684541529769,27,0,3,0.0
3375,1905,774,338,155,123,322,54,120,152,49,205,439,3.2937098120658104,27,1,5,0.0
5033,1100,598,316,281,492,107,149,409,67,92,158,16,1.6887209403207437,13,0,4,1259.2095498462936
9467,1999,474,276,273,213,296,125,343,199,95,495,480,7.9889978914238196,23,1,1,4358.656503686581
3145,713,323,143,95,114,145,95,225,150,61,199,235,1.336646463618394,19,1,1,752.1193124826734
9077,2621,285,403,254,212,94,71,464,54,26,466,235,2.442788144663961,5,1,5,3971.8764412869086
7388,2608,781,257,70,477,340,36,300,81,60,273,654,8.533966480039012,11,0,6,1672.0793637792717
3431,1197,246,368,226,441,307,105,151,165,11,240,354,5.228809705471504,3,0,1,0.0
3704,1742,400,270,216,349,352,28,342,122,21,404,13,1.5421619040734036,15,0,6,0.0
9094,2559,475,320,87,244,308,199,310,63,37,446,700,6.156295838309569,7,0,4,3230.672343070834
5632,2579,748,499,58,118,295,22,244,113,99,346,960,5.8594643325854765,21,0,6,0.0
7494,1683,329,329,69,108,289,41,143,81,34,168,941,5.512569992524453,8,1,4,3139.368387445752
9960,1500,647,190,133,419,177,55,206,186,40,163,525,3.4054659336691273,22,0,5,5777.486890077743
3963,736,588,230,57,284,251,186,251,158,36,253,357,4.066658978600779,6,0,5,640.4522346142007
5234,1704,775,325,63,137,325,37,212,97,68,148,748,7.6092895832520435,22,1,0,617.5264648385829
5041,1981,462,324,111,310,256,100,489,101,10,310,676,9.262690343566515,3,1,2,0.0
4828,1603,477,242,261,491,89,46,322,158,44,335,587,5.779587219665688,25,1,5,238.48724684136437
5108,1146,245,165,212,233,370,137,254,186,10,319,372,9.324351075843584,6,0,2,1421.3544934473973
7068,972,367,127,104,201,395,115,273,157,18,293,226,1.758127102287621,8,1,2,3787.7238211980325
3938,611,644,224,94,248,368,160,446,81,42,358,543,2.9006856838989368,19,1,6,164.5738532998704
7805,2345,245,311,198,192,105,36,446,157,53,248,513,8.359086184295604,24,1,3,2911.5344815391136
3806,2154,739,179,282,389,209,80,262,187,62,464,864,9.632256199320468,16,0,4,0.0
4463,882,286,337,102,239,371,165,284,142,56,266,401,8.904287082331056,18,0,4,767.8962566096006
8421,516,584,231,282,394,145,36,495,118,88,433,110,4.914138727301661,16,1,6,4814.484102401682
6415,992,464,427,231,451,165,67,384,60,88,137,249,8.108496470153243,18,0,4,2780.4420292963187
3010,2396,221,399,135,361,261,35,412,77,94,127,143,2.011345924989114,15,1,6,0.0
8181,2009,649,218,220,180,136,172,297,137,55,400,856,3.172865506237579,20,0,6,2733.9258469735146
4868,616,431,145,55,131,356,46,154,155,27,201,345,9.985672238436088,26,0,1,2213.8111985773253
9369,2078,385,183,232,287,317,33,170,89,25,161,260,1.7863036619838935,20,0,3,5128.62837302303
9707,1379,525,381,93,235,93,111,297,165,68,372,143,2.425821065138005,12,0,4,5706.817322764375
7867,2662,382,451,140,265,132,130,152,187,88,267,107,7.2283405171232165,4,1,4,2884.031922806708
8690,2318,596,112,245,246,260,135,113,75,61,330,335,6.690821205762322,26,1,2,3862.0133419234726
8703,2072,680,224,53,344,395,136,120,92,62,209,522,7.180552961357289,16,1,2,3606.640733384818
8429,2148,602,424,170,282,58,69,459,120,69,134,519,9.501087038730269,19,0,4,3440.917125405881
3884,1143,662,271,112,108,206,48,113,161,18,309,450,1.1977031755249634,21,1,1,280.9599011835815
6564,1859,616,333,141,255,397,47,408,164,37,284,820,5.778561441879609,4,0,4,1365.2484805500078
4389,835,401,280,296,417,238,168,214,128,75,312,315,2.5710427880006748,19,1,2,815.0614540402277
6401,646,264,150,268,275,369,171,451,111,94,380,207,3.9426678544078664,16,1,3,3156.323883981723
7321,621,754,368,235,213,180,65,317,159,84,370,518,3.242508844149139,28,0,1,3337.5452029245243
3824,580,216,268,231,342,264,79,482,94,31,466,731,9.307020432339723,28,0,0,71.2028237452264
5265,2922,382,494,130,266,164,118,294,179,44,348,641,9.46356669198567,20,0,3,0.0
3936,2610,590,415,280,322,172,167,306,143,50,246,882,4.982228587459656,12,0,6,0.0
5800,1003,243,387,87,290,382,71,440,96,89,278,866,7.288019555400968,10,0,3,1691.9561068101998
5553,1167,681,373,237,374,368,169,449,116,40,240,30,2.1145575605532727,10,0,6,1461.3348639395383
9402,2996,462,448,101,388,241,87,210,78,72,195,778,3.3799316848230907,17,0,1,3303.864026806183
9007,1944,373,306,206,163,197,163,266,74,68,450,232,6.582235860377783,3,1,1,4437.131741030787
6845,1845,640,247,217,381,77,168,200,159,19,305,970,6.724771289919377,3,1,6,1517.111387897124
4796,1689,765,399,248,272,173,191,268,53,45,124,64,9.089632332911052,7,1,4,534.6685984240856
3053,2120,419,136,57,356,126,81,255,118,94,355,60,7.544556613718152,17,0,0,0.0
3726,2480,757,260,154,302,124,168,357,112,81,310,696,8.426750285463314,26,1,1,0.0
5736,2172,593,482,274,176,235,123,377,55,56,250,93,8.233693418409246,1,1,1,826.7585565497284
8640,958,394,374,273,202,88,158,335,132,67,310,605,2.71286150799124,4,1,3,4507.865840662776
6170,1712,608,387,212,325,283,139,227,67,56,180,800,8.136374971626076,18,1,4,1176.8682156083307
8139,963,670,205,259,325,297,56,451,165,31,414,139,2.063415347463895,4,1,4,4223.003778173284
4913,1411,546,121,164,326,378,191,222,151,39,499,457,0.12601855380328209,1,1,6,520.4798204265901
8872,2926,661,332,172,195,180,143,288,85,32,451,182,6.157789056659976,3,1,2,3164.5123712281334
4596,1525,260,221,284,175,54,41,435,125,88,406,749,3.643756085816472,24,0,0,103.82516592634175
4914,2911,365,228,65,132,397,190,391,137,56,472,298,6.70009892067543,13,0,6,0.0
5466,571,350,409,67,181,308,40,436,191,63,208,963,2.2229907397243642,6,1,2,1549.4086963266814
5737,1950,310,316,236,168,294,180,404,88,99,237,617,2.505270566606895,8,0,4,880.8185402089326
3849,1693,687,247,279,438,399,164,358,179,25,477,119,8.995546300455356,29,0,3,0.0
5109,2348,748,157,266,318,127,55,378,171,19,400,496,6.648029472381979,12,1,3,0.0
9359,2884,202,336,83,461,385,161,456,83,45,380,480,0.8921891811305693,29,0,0,3331.674377791223
3002,2522,682,169,181,457,164,184,330,107,37,285,613,3.50343035704338,0,1,6,0.0
7255,2742,212,288,246,469,53,178,255,166,51,190,350,6.5025452464840106,28,0,6,2014.8446027654895
7069,1511,361,341,294,498,180,151,208,149,99,163,222,7.165148990206695,25,0,5,2789.4912525305344
7876,1152,543,162,176,401,276,153,460,165,91,271,260,4.970289654092458,10,0,6,3697.3043182453157
3892,1798,648,340,255,219,177,197,427,83,26,251,318,2.5195055793039547,11,1,4,0.0
5030,506,531,284,242,147,58,104,132,174,57,341,980,6.691176506429106,28,1,6,1621.2140472098708
6160,1404,463,358,110,167,373,57,225,151,61,406,529,0.8391925461925653,22,1,3,1724.9890627485322
5376,2528,282,328,263,438,167,98,167,185,69,418,849,7.920900112637922,26,0,1,0.0
7675,1115,533,322,95,184,393,152,344,92,48,251,131,7.558261122424492,26,1,5,3952.137833634925
4933,2373,579,198,198,481,237,185,426,112,60,403,945,2.876880382177198,14,0,0,0.0
4380,1269,418,346,126,476,188,43,366,164,60,119,787,0.6074331841990044,12,0,1,0.0
6681,2789,653,144,295,484,174,37,235,143,14,131,52,0.8932223068092848,19,1,4,1661.1880082328717
4290,2066,288,498,289,375,272,112,375,160,73,261,659,4.26630195384779,3,1,4,0.0
4640,1985,532,372,277,355,377,179,161,69,45,151,239,1.8364222065603353,10,1,6,67.45389314450875
8047,1940,509,498,270,304,355,90,270,133,48,354,565,4.364926737727325,16,0,1,2693.6134664902092
5682,1265,619,104,172,332,308,121,202,133,20,137,27,0.5714093464987924,7,1,5,2229.2865733243757
3987,883,553,110,215,164,116,109,191,95,63,369,238,4.43019372731686,22,0,2,783.1179140011557
4218,2938,299,447,122,498,134,91,174,136,13,251,76,9.027060160199555,26,0,0,0.0
8016,1187,344,497,274,416,111,108,213,181,57,472,162,6.782825882107453,17,1,6,4059.9661854256237
9881,1649,209,138,135,178,63,177,220,111,64,299,913,0.6481687342856479,13,1,1,5711.577965906165
4355,546,243,141,130,113,171,107,313,176,42,363,416,0.8434491795399746,13,0,1,1628.0284597744155
7265,2472,585,302,237,424,328,177,297,187,10,233,804,5.076948589290161,28,0,5,1218.516258797904
7616,963,694,193,264,477,172,152,362,182,94,333,227,2.6366078046528596,26,1,2,3344.67484079674
8582,2372,692,104,213,404,126,23,237,145,90,468,136,4.416409470194173,23,1,6,3420.311486442101
7135,622,368,151,183,489,321,198,267,195,43,270,537,7.6807345558808136,3,0,3,3563.6057425550007
4560,2681,730,249,289,268,195,156,103,110,38,410,0,3.932811509192552,9,1,0,0.0
4418,2142,535,304,216,258,318,74,300,112,76,379,152,3.0051530441343246,2,0,2,0.0
3954,1340,712,399,206,215,105,52,201,138,33,447,87,8.953153986466976,4,0,1,53.89651507195394
3983,2085,329,470,204,445,267,134,118,54,75,166,669,7.135722357135416,20,0,3,0.0
3974,2303,738,286,118,291,222,112,465,148,80,105,553,6.344314614109191,12,1,4,0.0
7133,522,713,252,186,444,89,50,121,70,70,165,75,0.7188013580870001,19,0,3,4380.320630569535
9471,1065,449,482,201,282,208,127,458,149,84,243,235,5.008803614845975,21,0,4,5507.755417485235
8370,2409,337,215,240,472,81,102,228,68,52,161,250,8.947531298585643,4,1,6,3891.4195189000516
6972,1464,474,248,196,477,297,85,468,118,98,332,398,8.223778665165701,1,0,2,2272.8704408312433
8295,2782,663,319,146,330,178,167,248,181,92,312,723,0.6437837287202075,15,0,4,2158.0369044561417
8721,1495,340,291,172,267,340,133,490,84,84,245,730,7.509947193379345,6,1,4,4036.615032520154
3913,1687,455,332,207,114,85,104,337,108,54,350,92,8.738163406942908,8,1,1,0.0
7549,2294,655,423,235,292,397,55,106,91,44,212,321,2.439678828568703,1,1,4,2397.9345668654087
3036,1325,633,320,217,332,115,103,432,176,42,179,526,5.209818990609975,27,1,4,0.0
6387,715,372,146,293,362,334,127,122,150,78,245,610,8.855997900338066,27,1,6,2905.253767462814
4711,1156,672,226,168,153,206,39,189,135,76,369,777,8.806228431451224,25,1,0,475.38701609772045
6020,1613,622,390,245,279,92,192,117,98,21,253,696,4.1278176338769645,1,1,1,1420.1730266586956
3795,2487,638,314,296,103,324,119,472,90,77,169,153,5.071665823308058,17,1,2,0.0
7036,810,256,106,81,356,170,65,170,126,41,366,417,1.0618246145802357,27,0,6,4177.0145292693105
8068,1056,697,283,162,460,241,136,165,154,33,101,519,5.343446394457397,22,0,6,4038.9278078884413
7688,2804,368,215,114,421,80,37,152,98,60,380,697,8.610705611122668,12,1,2,2237.494272705624
8233,2056,781,151,211,339,68,116,291,120,75,349,64,1.727835373139005,5,0,2,3675.4891545375567
6111,551,760,465,134,262,334,165,241,133,78,349,255,4.582834299646793,3,0,5,2417.239564413377
4324,1861,627,145,208,436,122,53,124,113,21,267,142,6.432341811717839,28,1,6,55.50359296113801
9367,1694,618,492,108,237,125,98,349,83,34,108,195,0.48568631852572763,23,1,2,5364.682950581467
3317,2148,546,122,255,423,237,150,132,151,33,441,450,0.36555140414745946,1,1,5,0.0
5396,2847,716,230,75,328,228,91,275,150,98,400,553,8.489702473035344,29,0,3,0.0
5162,1171,654,226,199,201,387,158,138,56,53,239,129,9.650568715481652,29,1,0,1556.4666516166178
5745,1277,401,364,211,292,355,193,477,172,54,141,402,7.60763307748017,29,0,1,1427.3526346876727
8442,1331,378,408,274,406,186,189,467,72,66,223,914,9.631879337303547,5,1,5,3500.518851083826
4591,2779,256,295,170,129,211,36,311,176,54,280,301,1.5343156876788666,12,0,1,0.0
6111,2360,700,147,62,394,339,66,463,179,27,257,360,8.701830900535068,26,1,3,794.7800432686182
8985,2029,311,478,273,346,96,49,232,107,60,401,338,9.058766445877616,0,0,1,4349.270787639856
9183,2575,347,181,104,493,73,190,212,60,29,169,248,2.9013667800327436,20,1,5,4339.181311970708
